true_value,truthful_utility,optimal_utility,optimal_bid,relative_regret,prompt_idx,fixed_val,agent,dataset
0.75,0.16748046875,0.1735351613382965,0.2,0.03615163387997441,3,0.3,Agent 2,Regular
0.85,0.193164159569041,0.19873047383829648,0.2,0.028816496195123338,3,0.3,Agent 2,Regular
0.95,0.2196288977368885,0.2239257863382965,0.2,0.01956431346550568,3,0.3,Agent 2,Regular
0.05,0.007299804687500001,0.008056640625,0.2,0.10367892976588608,3,0.5,Agent 2,Regular
0.15,0.024633789062499998,0.025976134495982448,0.9,0.05449204059012997,3,0.5,Agent 2,Regular
0.25,0.04355469009307418,0.04863238449598245,0.9,0.11658203495553504,3,0.5,Agent 2,Regular
0.35,0.06599120364753673,0.07128863449598244,0.9,0.0802748026349031,3,0.5,Agent 2,Regular
0.45,0.0888427734375,0.09394488449598246,0.9,0.05742854326887651,3,0.5,Agent 2,Regular
0.55,0.11210937773985198,0.11660113449598246,0.9,0.04006584325669461,3,0.5,Agent 2,Regular
0.65,0.13525390541825924,0.13925738449598246,0.9,0.029599729969666016,3,0.5,Agent 2,Regular
0.75,0.1598633996996715,0.16191363449598245,0.9,0.012824916773712017,3,0.5,Agent 2,Regular
0.85,0.1841307610828108,0.18476569114785457,0.7,0.003448256344078374,3,0.5,Agent 2,Regular
0.95,0.20769053977083785,0.20957037864785455,0.7,0.009051153119881559,3,0.5,Agent 2,Regular
0.05,0.0074218750000000005,0.008056640625,0.0,0.0855263157894736,3,0.7,Agent 2,Regular
0.15,0.022705078125,0.024169921875,0.0,0.06451612903225806,3,0.7,Agent 2,Regular
0.25,0.03996582417764831,0.04328616199681601,0.7,0.08307942817365103,3,0.7,Agent 2,Regular
0.35,0.060009762102333185,0.063598661996816,0.7,0.059805267822304595,3,0.7,Agent 2,Regular
0.45,0.07917480468749999,0.08391116199681602,0.7,0.05982152185926134,3,0.7,Agent 2,Regular
0.55,0.10131838921981605,0.10612791552344389,1.0,0.04746943117298575,3,0.7,Agent 2,Regular
0.65,0.12426758316437059,0.12897947802344387,1.0,0.037917329194700644,3,0.7,Agent 2,Regular
0.75,0.14606941695883663,0.15183104052344387,1.0,0.03944442091003149,3,0.7,Agent 2,Regular
0.85,0.17028811808183464,0.17468260302344388,1.0,0.025806174800154878,3,0.7,Agent 2,Regular
0.95,0.19665527221435178,0.19782718058183463,0.85,0.005959201369417056,3,0.7,Agent 2,Regular
0.05,0.0061767578125,0.008129868110258651,0.4,0.3162031533446417,4,0.3,Agent 2,Regular
0.15,0.024999999999999994,0.03020018061025865,0.4,0.20800722441034625,4,0.3,Agent 2,Regular
0.25,0.0500488250671295,0.05227049311025865,0.4,0.04439001395435896,4,0.3,Agent 2,Regular
0.35,0.07346193025698214,0.076684572342926,0.2,0.04386819233677252,4,0.3,Agent 2,Regular
0.45,0.09685058593750001,0.10285644734292601,0.2,0.06201161662874941,4,0.3,Agent 2,Regular
0.55,0.12072752071527705,0.12902832234292602,0.2,0.06875649875412851,4,0.3,Agent 2,Regular
0.65,0.1455810398140179,0.15520019734292603,0.2,0.06607424662714839,4,0.3,Agent 2,Regular
0.75,0.17233883944649886,0.18137207234292602,0.2,0.05241553746932042,4,0.3,Agent 2,Regular
0.85,0.1976806970385754,0.207543947342926,0.2,0.04989485798113043,4,0.3,Agent 2,Regular
0.95,0.22302268193591646,0.233715822342926,0.2,0.047946425512370675,4,0.3,Agent 2,Regular
0.05,0.005810546875,0.0059570312500000005,0.0,0.025210084033613505,4,0.5,Agent 2,Regular
0.15,0.01884765625,0.02426756633385136,0.55,0.2875641412364659,4,0.5,Agent 2,Regular
0.25,0.03925781377207413,0.045556628833851365,0.55,0.16044742324030967,4,0.5,Agent 2,Regular
0.35,0.06206055533918553,0.06833491377290547,0.95,0.10110058473418562,4,0.5,Agent 2,Regular
0.45,0.08610839843750001,0.09167475752290548,0.95,0.06464362578344426,4,0.5,Agent 2,Regular
0.55,0.10942381633385137,0.1150146012729055,0.95,0.05109294417219628,4,0.5,Agent 2,Regular
0.65,0.13356934376564847,0.13835444502290548,0.95,0.035824846647840206,4,0.5,Agent 2,Regular
0.75,0.1577635930553301,0.16169428877290548,0.95,0.02491510012830918,4,0.5,Agent 2,Regular
0.85,0.1833497523365614,0.1857177734375,0.45,0.01291532205940381,4,0.5,Agent 2,Regular
0.95,0.20837397627290546,0.2106201171875,0.45,0.01077937348401317,4,0.5,Agent 2,Regular
0.05,0.005883789062499999,0.0058837890625,0.0,2.9483101068883834e-16,4,0.7,Agent 2,Regular
0.15,0.01837158203125,0.01837158203125,0.15,0.0,4,0.7,Agent 2,Regular
0.25,0.035192872952935265,0.036633299435786984,0.35,0.04092949401369005,4,0.7,Agent 2,Regular
0.35,0.055578611935786976,0.058801153723578595,0.75,0.05798168891865811,4,0.7,Agent 2,Regular
0.45,0.07799072265625001,0.0810667787235786,0.75,0.03944130740891508,4,0.7,Agent 2,Regular
0.55,0.10157471136119463,0.10357666015625003,0.45,0.019709126102623806,4,0.7,Agent 2,Regular
0.65,0.12462159105808371,0.12916259765625002,0.45,0.03643836160019682,4,0.7,Agent 2,Regular
0.75,0.1478636537235786,0.15474853515625,0.45,0.04656236512011425,4,0.7,Agent 2,Regular
0.85,0.1727173806596613,0.18033447265625,0.45,0.04410147935023478,4,0.7,Agent 2,Regular
0.95,0.19742408784877769,0.20592041015624998,0.45,0.04303589496120801,4,0.7,Agent 2,Regular
0.05,0.0057373046875,0.009960937500000001,0.4,0.7361702127659576,5,0.3,Agent 2,Regular
0.15,0.025610351562499994,0.029882812499999998,0.4,0.1668255481410869,5,0.3,Agent 2,Regular
0.25,0.04948730158070358,0.05009766593733373,0.3,0.012333757087861677,5,0.3,Agent 2,Regular
0.35,0.07285156675655573,0.07409667658070357,0.25,0.01709105074306171,5,0.3,Agent 2,Regular
0.45,0.09477539062500001,0.09870605158070359,0.25,0.041473434504280884,5,0.3,Agent 2,Regular
0.55,0.11665038485174051,0.1233154265807036,0.25,0.05713690304094738,5,0.3,Agent 2,Regular
0.65,0.14348143122183277,0.1479248015807036,0.25,0.03096826063855642,5,0.3,Agent 2,Regular
0.75,0.17170405708883152,0.17253417658070358,0.25,0.004834594510731897,5,0.3,Agent 2,Regular
0.85,0.19851072026868427,0.2021729089770764,0.7,0.018448317065372394,5,0.3,Agent 2,Regular
0.95,0.22648969990718476,0.23186040897707644,0.7,0.023712818163883778,5,0.3,Agent 2,Regular
0.05,0.00531005859375,0.005517578125,0.15,0.039080459770115004,5,0.5,Agent 2,Regular
0.15,0.018017578125,0.021044918303407253,0.35,0.16802148198856523,5,0.5,Agent 2,Regular
0.25,0.03864745988559255,0.04057616830340725,0.35,0.04990517937075877,5,0.5,Agent 2,Regular
0.35,0.06010741830340725,0.06523438321955588,0.2,0.0852967081412312,5,0.5,Agent 2,Regular
0.45,0.0806396484375,0.09042969571955589,0.2,0.12140488545958499,5,0.5,Agent 2,Regular
0.55,0.10332031440811121,0.1156250082195559,0.2,0.11909268648604411,5,0.5,Agent 2,Regular
0.65,0.1270996049716665,0.1408203207195559,0.2,0.10795246571339134,5,0.5,Agent 2,Regular
0.75,0.15092764234532954,0.1660156332195559,0.2,0.09996837318709531,5,0.5,Agent 2,Regular
0.85,0.17636734009996918,0.19121094571955588,0.2,0.08416300666083068,5,0.5,Agent 2,Regular
0.95,0.202538939598069,0.2164062582195559,0.2,0.0684674198897558,5,0.5,Agent 2,Regular
0.05,0.0062255859375,0.0069335937500000005,0.0,0.11372549019607851,5,0.7,Agent 2,Regular
0.15,0.01884765625,0.02080078125,0.0,0.10362694300518134,5,0.7,Agent 2,Regular
0.25,0.033203125,0.04169935217100548,0.85,0.25588637126792985,5,0.7,Agent 2,Regular
0.35,0.05876466702935261,0.06455091467100547,0.85,0.09846473968384212,5,0.7,Agent 2,Regular
0.45,0.08330078125000001,0.08740247717100548,0.85,0.04923958526505978,5,0.7,Agent 2,Regular
0.55,0.1075683673988522,0.11093756825166948,0.3,0.03132148357634392,5,0.7,Agent 2,Regular
0.65,0.13203127480544546,0.13720704132874117,0.4,0.03920106452749514,5,0.7,Agent 2,Regular
0.75,0.15546836536881758,0.16376954132874116,0.4,0.05339463073552424,5,0.7,Agent 2,Regular
0.85,0.1788087271710055,0.19033204132874115,0.4,0.06444492022313446,5,0.7,Agent 2,Regular
0.95,0.20605398357821192,0.21689454132874114,0.4,0.05261027989985193,5,0.7,Agent 2,Regular
0.05,0.0095306396484375,0.0107421875,1.0,0.12712135766890806,0,0.3,Agent 1,Competitive
0.15,0.0303070068359375,0.0322265625,1.0,0.06333702547578288,0,0.3,Agent 1,Competitive
0.25,0.0526458741579838,0.0537109375,1.0,0.020230708655726255,0,0.3,Agent 1,Competitive
0.35,0.07373962724643299,0.0759857179079838,0.25,0.030459750685266133,0,0.3,Agent 1,Competitive
0.45,0.09627380371093751,0.0993255616579838,0.25,0.03169873661800261,0,0.3,Agent 1,Competitive
0.55,0.11927183235491362,0.12266540540798382,0.25,0.028452426579412684,0,0.3,Agent 1,Competitive
0.65,0.14109800162460795,0.1460052491579838,0.25,0.03477900095588602,0,0.3,Agent 1,Competitive
0.75,0.16509709967414804,0.1693450929079838,0.25,0.02573027171416107,0,0.3,Agent 1,Competitive
0.85,0.18819276006846575,0.1926849366579838,0.25,0.023870081866506326,0,0.3,Agent 1,Competitive
0.95,0.21197226951439108,0.2166351004713598,0.7,0.021997362993050218,0,0.3,Agent 1,Competitive
0.05,0.00987548828125,0.010791015625,0.55,0.09270704573547589,0,0.5,Agent 1,Competitive
0.15,0.03106689453125,0.03243406489494372,1.0,0.04400730695237316,0,0.5,Agent 1,Competitive
0.25,0.05399169520682391,0.054431151377462926,0.2,0.00813932900153638,0,0.5,Agent 1,Competitive
0.35,0.07586670149380564,0.07786865137746293,0.2,0.026387728005029244,0,0.5,Agent 1,Competitive
0.45,0.0966796875,0.10130615137746293,0.2,0.04785352535880852,0,0.5,Agent 1,Competitive
0.55,0.11870117187500001,0.12474365137746293,0.2,0.05090496923506402,0,0.5,Agent 1,Competitive
0.65,0.1400512580581199,0.14818115137746293,0.2,0.05804941299398537,0,0.5,Agent 1,Competitive
0.75,0.16175532992258163,0.17161865137746293,0.2,0.060976794147074055,0,0.5,Agent 1,Competitive
0.85,0.18414305441939766,0.19505615137746293,0.2,0.0592642334106721,0,0.5,Agent 1,Competitive
0.95,0.20660388247209688,0.21849365137746293,0.2,0.0575486228191856,0,0.5,Agent 1,Competitive
0.05,0.009289550781250001,0.010449218750000001,0.9,0.12483574244415242,0,0.7,Agent 1,Competitive
0.15,0.028796386718749997,0.03134765625,0.9,0.0885968630775754,0,0.7,Agent 1,Competitive
0.25,0.047119140625,0.052624511718749996,0.15,0.11683937823834188,0,0.7,Agent 1,Competitive
0.35,0.07052002782419478,0.07645263671875,0.15,0.08412658187465702,0,0.7,Agent 1,Competitive
0.45,0.09232177734375,0.10028076171875,0.15,0.0862091762528098,0,0.7,Agent 1,Competitive
0.55,0.11419678059732422,0.12410888671875,0.15,0.0867984725101615,0,0.7,Agent 1,Competitive
0.65,0.133935546875,0.14793701171874998,0.15,0.10453882610280697,0,0.7,Agent 1,Competitive
0.75,0.1577025435882462,0.17176513671875,0.15,0.0891716316714621,0,0.7,Agent 1,Competitive
0.85,0.17431640625,0.19559326171875,0.15,0.12205882352941173,0,0.7,Agent 1,Competitive
0.95,0.20047591163789147,0.21942138671874997,0.15,0.09450250120362923,0,0.7,Agent 1,Competitive
0.05,0.008154296875,0.01005859375,0.5,0.23353293413173667,1,0.3,Agent 1,Competitive
0.15,0.02705078125,0.03017578125,0.5,0.1155234657039711,1,0.3,Agent 1,Competitive
0.25,0.046972656886037065,0.05029296875,0.5,0.07068605618835924,1,0.3,Agent 1,Competitive
0.35,0.0684570291461851,0.07041015625,0.5,0.028530702079462674,1,0.3,Agent 1,Competitive
0.45,0.0903564453125,0.09169919893499918,0.9,0.0148606291212014,1,0.3,Agent 1,Competitive
0.55,0.11101073695242572,0.11347654268499918,0.9,0.022212317477274264,1,0.3,Agent 1,Competitive
0.65,0.13225097504579625,0.1352538864349992,0.9,0.02270615689724093,1,0.3,Agent 1,Competitive
0.75,0.15549319576650128,0.15703123018499918,0.9,0.009891329398152633,1,0.3,Agent 1,Competitive
0.85,0.1787108761958123,0.1793213449603727,0.7,0.003415957537422085,1,0.3,Agent 1,Competitive
0.95,0.200879058996747,0.20314946996037267,0.7,0.011302377534845216,1,0.3,Agent 1,Competitive
0.05,0.008203125,0.0095703125,0.7,0.1666666666666667,1,0.5,Agent 1,Competitive
0.15,0.0250244140625,0.0287109375,0.7,0.14731707317073164,1,0.5,Agent 1,Competitive
0.25,0.045825197220611194,0.04785164484233671,0.6,0.0442212525997393,1,0.5,Agent 1,Competitive
0.35,0.06569825251087079,0.06857910652848168,0.2,0.043849781501177756,1,0.5,Agent 1,Competitive
0.45,0.086376953125,0.09084473152848169,0.2,0.051724195423010114,1,0.5,Agent 1,Competitive
0.55,0.10615234507100006,0.1131103565284817,0.2,0.06554741162644843,1,0.5,Agent 1,Competitive
0.65,0.12607422545285216,0.1353759815284817,0.2,0.07377999779271395,1,0.5,Agent 1,Competitive
0.75,0.14636233330916784,0.1576416065284817,0.2,0.07706404348916826,1,0.5,Agent 1,Competitive
0.85,0.158544921875,0.17990723152848168,0.2,0.13473979110049425,1,0.5,Agent 1,Competitive
0.95,0.18918434168163878,0.2021728565284817,0.2,0.06865533760029731,1,0.5,Agent 1,Competitive
0.05,0.00869140625,0.01015625,0.95,0.16853932584269662,1,0.7,Agent 1,Competitive
0.15,0.02578125,0.03046875,0.95,0.18181818181818185,1,0.7,Agent 1,Competitive
0.25,0.0476318326105369,0.05085504898902282,0.9,0.06766937574795094,1,0.7,Agent 1,Competitive
0.35,0.06901854451090698,0.07146051773902282,0.9,0.03538140720614483,1,0.7,Agent 1,Competitive
0.45,0.08962402343749999,0.09392089997866673,0.2,0.04794335688536904,1,0.7,Agent 1,Competitive
0.55,0.11123046048151819,0.11667480622866674,0.2,0.04894653607995424,1,0.7,Agent 1,Competitive
0.65,0.13327635329253645,0.13942871247866676,0.2,0.046162421420896105,1,0.7,Agent 1,Competitive
0.75,0.14208984375,0.16218261872866674,0.2,0.14140894555432812,1,0.7,Agent 1,Competitive
0.85,0.17441407341048193,0.18493652497866672,0.2,0.06033028965168596,1,0.7,Agent 1,Competitive
0.95,0.19296875,0.20769043122866673,0.2,0.07629049381657257,1,0.7,Agent 1,Competitive
0.05,0.01015625,0.01025390625,0.0,0.009615384615384581,2,0.3,Agent 1,Competitive
0.15,0.0305419921875,0.03076171875,0.0,0.007194244604316592,2,0.3,Agent 1,Competitive
0.25,0.05141601719062969,0.05473627406184964,0.85,0.06457631400949997,2,0.3,Agent 1,Competitive
0.35,0.07453613785187056,0.07895502406184964,0.85,0.05928515130151966,2,0.3,Agent 1,Competitive
0.45,0.09946289062500001,0.10317377406184965,0.85,0.03730922571756533,2,0.3,Agent 1,Competitive
0.55,0.12412109624522234,0.12739252406184964,0.85,0.026356742855090796,2,0.3,Agent 1,Competitive
0.65,0.14902344444748178,0.15161127406184965,0.85,0.01736525164857445,2,0.3,Agent 1,Competitive
0.75,0.17478025450316587,0.17583002406184964,0.85,0.0060062251406365645,2,0.3,Agent 1,Competitive
0.85,0.20004877406184962,0.20175791289600412,0.7,0.008543610637804136,2,0.3,Agent 1,Competitive
0.95,0.22509764656266626,0.2283204128960041,0.7,0.014317192483132606,2,0.3,Agent 1,Competitive
0.05,0.009912109375,0.010498046875,0.4,0.0591133004926108,2,0.5,Agent 1,Competitive
0.15,0.0308349609375,0.031494140625,0.4,0.02137767220902615,2,0.5,Agent 1,Competitive
0.25,0.05302734321181479,0.05310058835933343,0.3,0.0013812713042413243,2,0.5,Agent 1,Competitive
0.35,0.06904296874999999,0.0755126955815926,0.2,0.09370580304880952,2,0.5,Agent 1,Competitive
0.45,0.083935546875,0.0979736330815926,0.2,0.16724840343863662,2,0.5,Agent 1,Competitive
0.55,0.11591798905426011,0.12043457058159263,0.2,0.038963594556651146,2,0.5,Agent 1,Competitive
0.65,0.14035646091987103,0.1428955080815926,0.2,0.01808999133407262,2,0.5,Agent 1,Competitive
0.75,0.16455081427500134,0.16770021091987103,0.65,0.0191393561845664,2,0.5,Agent 1,Competitive
0.85,0.18842778178422415,0.19504396091987103,0.65,0.03511254589423189,2,0.5,Agent 1,Competitive
0.95,0.21286601420634377,0.22238771091987103,0.65,0.04473093907934646,2,0.5,Agent 1,Competitive
0.05,0.009716796875000001,0.0115234375,1.0,0.18592964824120597,2,0.7,Agent 1,Competitive
0.15,0.029150390624999998,0.0345703125,1.0,0.18592964824120606,2,0.7,Agent 1,Competitive
0.25,0.05170898956114836,0.0576171875,1.0,0.11425862290085773,2,0.7,Agent 1,Competitive
0.35,0.0757080078125,0.0806640625,1.0,0.06546275395033845,2,0.7,Agent 1,Competitive
0.45,0.10048828125,0.1037109375,1.0,0.03206997084548102,2,0.7,Agent 1,Competitive
0.55,0.12436524181174105,0.1267578125,1.0,0.019238258643687074,2,0.7,Agent 1,Competitive
0.65,0.14746094498566698,0.15109863709351873,0.4,0.024668851187718433,2,0.7,Agent 1,Competitive
0.75,0.1720703604963353,0.17629394959351868,0.4,0.024545709586476543,2,0.7,Agent 1,Competitive
0.85,0.19675294676264884,0.2014892620935187,0.4,0.02407239845095414,2,0.7,Agent 1,Competitive
0.95,0.2204592154521576,0.2266845745935187,0.4,0.028238144314325947,2,0.7,Agent 1,Competitive
0.05,0.008984375000000001,0.011572265625000001,0.45,0.28804347826086957,0,0.3,Agent 2,Competitive
0.15,0.0308349609375,0.034716796875,0.45,0.1258907363420427,0,0.3,Agent 2,Competitive
0.25,0.055810547951370415,0.05795897522585147,0.5,0.03849500414066985,0,0.3,Agent 2,Competitive
0.35,0.08007812632100006,0.08178711045137041,0.25,0.021341460007689744,0,0.3,Agent 2,Competitive
0.45,0.104150390625,0.10776367295137042,0.25,0.0346929311036409,0,0.3,Agent 2,Competitive
0.55,0.1277343727004814,0.13374023545137043,0.25,0.047018375899272595,0,0.3,Agent 2,Competitive
0.65,0.14946289263096307,0.15971679795137042,0.25,0.06860502389529644,0,0.3,Agent 2,Competitive
0.75,0.16845703125,0.18569336045137042,0.25,0.10231884696929452,0,0.3,Agent 2,Competitive
0.85,0.19624035864685693,0.2116699229513704,0.25,0.0786258464410965,0,0.3,Agent 2,Competitive
0.95,0.21337890625,0.2376464854513704,0.25,0.11372998216111348,0,0.3,Agent 2,Competitive
0.05,0.009252929687500001,0.011181640625000001,1.0,0.20844327176780997,0,0.5,Agent 2,Competitive
0.15,0.02958984375,0.033544921875,1.0,0.13366336633663367,0,0.5,Agent 2,Competitive
0.25,0.05202636752998149,0.055908203125,1.0,0.07461285073922376,0,0.5,Agent 2,Competitive
0.35,0.0749023425268518,0.07827148437499999,1.0,0.04498046034996022,0,0.5,Agent 2,Competitive
0.45,0.09880371093750001,0.10065918002998149,0.25,0.01877934618928623,0,0.5,Agent 2,Competitive
0.55,0.10634765625,0.12497558627998151,0.25,0.175160701108366,0,0.5,Agent 2,Competitive
0.65,0.14414062162411098,0.1492919925299815,0.25,0.03573850901867358,0,0.5,Agent 2,Competitive
0.75,0.166259765625,0.1736083987799815,0.25,0.04419970837416182,0,0.5,Agent 2,Competitive
0.85,0.19082038476359553,0.1979248050299815,0.25,0.03723092936421613,0,0.5,Agent 2,Competitive
0.95,0.205029296875,0.22231445053192578,0.4,0.08430577444482977,0,0.5,Agent 2,Competitive
0.05,0.008496093750000001,0.010546875,0.95,0.2413793103448275,0,0.7,Agent 2,Competitive
0.15,0.02734375,0.031640625,0.95,0.15714285714285708,0,0.7,Agent 2,Competitive
0.25,0.04741211030459263,0.053417940372961825,0.7,0.12667291183171475,0,0.7,Agent 2,Competitive
0.35,0.06953126379711166,0.07646481537296182,0.7,0.09971847478685086,0,0.7,Agent 2,Competitive
0.45,0.0947509765625,0.09951169037296183,0.7,0.050244482781890296,0,0.7,Agent 2,Competitive
0.55,0.1195312450584813,0.12255856537296184,0.7,0.025326602370781014,0,0.7,Agent 2,Competitive
0.65,0.14482423425951918,0.14833985118674106,0.4,0.024275059662473605,0,0.7,Agent 2,Competitive
0.75,0.14501953125,0.17470703868674106,0.4,0.20471385599476666,0,0.7,Agent 2,Competitive
0.85,0.18874524517772745,0.20107422618674106,0.4,0.06532075018580903,0,0.7,Agent 2,Competitive
0.95,0.200390625,0.22744141368674106,0.4,0.13499029052252856,0,0.7,Agent 2,Competitive
0.05,0.01005859375,0.011767578125,0.85,0.1699029126213592,1,0.3,Agent 2,Competitive
0.15,0.0334716796875,0.035302734375,0.85,0.05470459518599562,1,0.3,Agent 2,Competitive
0.25,0.05520019271942582,0.058837890625,0.85,0.06590009429974358,1,0.3,Agent 2,Competitive
0.35,0.07883299323257348,0.08320312563603706,0.1,0.05543532249968988,1,0.3,Agent 2,Competitive
0.45,0.102294921875,0.10791015688603707,0.1,0.05489260764966072,1,0.3,Agent 2,Competitive
0.55,0.1265380862799815,0.13261718813603707,0.1,0.048041676895640595,1,0.3,Agent 2,Competitive
0.65,0.15146482946362905,0.15732421938603708,0.1,0.038684821705193516,1,0.3,Agent 2,Competitive
0.75,0.17578125,0.18203125063603706,0.1,0.03555555917389973,1,0.3,Agent 2,Competitive
0.85,0.200048828125,0.20673828188603705,0.1,0.03343910496120059,1,0.3,Agent 2,Competitive
0.95,0.22456056326518584,0.23144531313603706,0.1,0.030658766484838878,1,0.3,Agent 2,Competitive
0.05,0.009228515625000001,0.011279296875,0.85,0.22222222222222215,1,0.5,Agent 2,Competitive
0.15,0.028759765625,0.033984357729147464,0.65,0.18166323649056043,1,0.5,Agent 2,Competitive
0.25,0.05302734516885191,0.05683592022914746,0.65,0.07182285004403162,1,0.5,Agent 2,Competitive
0.35,0.07714844063125939,0.08073727785162851,1.0,0.046518597018991206,1,0.5,Agent 2,Competitive
0.45,0.1002685546875,0.10466305910162851,1.0,0.04382734375522378,1,0.5,Agent 2,Competitive
0.55,0.12299804687500002,0.12978515766885193,0.25,0.05518063876859356,1,0.5,Agent 2,Competitive
0.65,0.14824217022914746,0.15537109516885192,0.25,0.04808972324598881,1,0.5,Agent 2,Competitive
0.75,0.17358402180333488,0.1809570326688519,0.25,0.04247517017361435,1,0.5,Agent 2,Competitive
0.85,0.191748046875,0.2065429701688519,0.25,0.07715814338122917,1,0.5,Agent 2,Competitive
0.95,0.22334016710145768,0.23212890766885189,0.25,0.03935136559381952,1,0.5,Agent 2,Competitive
0.05,0.009521484375,0.011083984375000001,0.75,0.16410256410256424,1,0.7,Agent 2,Competitive
0.15,0.0301513671875,0.033251953125,0.75,0.1028340080971659,1,0.7,Agent 2,Competitive
0.25,0.05126953394092604,0.055419921875,0.75,0.08095232421765598,1,0.7,Agent 2,Competitive
0.35,0.07565917817079623,0.07807613067936865,0.95,0.03194526516156823,1,0.7,Agent 2,Competitive
0.45,0.09921875,0.10268553586666623,0.3,0.03494083393175422,1,0.7,Agent 2,Competitive
0.55,0.12260743635707468,0.12885741086666624,0.3,0.050975492965936516,1,0.7,Agent 2,Competitive
0.65,0.1465332232335564,0.15502928586666626,0.3,0.05798045279853132,1,0.7,Agent 2,Competitive
0.75,0.166259765625,0.1812011608666662,0.3,0.08986777519803936,1,0.7,Agent 2,Competitive
0.85,0.19350582703496164,0.20737303586666622,0.3,0.07166300387015803,1,0.7,Agent 2,Competitive
0.95,0.21752925567936865,0.23354491086666623,0.3,0.07362529300842256,1,0.7,Agent 2,Competitive
0.05,0.009619140625000001,0.010693359375000001,0.0,0.11167512690355325,2,0.3,Agent 2,Competitive
0.15,0.03134765625,0.03278809293390768,0.65,0.04595037895082433,2,0.3,Agent 2,Competitive
0.25,0.05468750097851856,0.05739746793390768,0.65,0.04955368058331295,2,0.3,Agent 2,Competitive
0.35,0.07951661232620413,0.0825439912050204,0.95,0.03807228188239372,2,0.3,Agent 2,Competitive
0.45,0.10539550781250001,0.10812992870502042,0.95,0.025944377984163963,2,0.3,Agent 2,Competitive
0.55,0.13041991957548138,0.13371586620502043,0.95,0.02527180387986287,2,0.3,Agent 2,Competitive
0.65,0.1558349679339077,0.15930180370502042,0.95,0.022246841110674695,2,0.3,Agent 2,Competitive
0.75,0.1819579699438318,0.1850830078125,0.45,0.017174503923256996,2,0.3,Agent 2,Competitive
0.85,0.20852052752964895,0.2116455078125,0.45,0.01498643956004147,2,0.3,Agent 2,Competitive
0.95,0.2360596162050204,0.23820800781249998,0.45,0.009101055241967741,2,0.3,Agent 2,Competitive
0.05,0.009912109375,0.01162109375,0.9,0.17241379310344826,2,0.5,Agent 2,Competitive
0.15,0.031298828125,0.034863281249999996,0.9,0.11388455538221526,2,0.5,Agent 2,Competitive
0.25,0.05400391158292614,0.05810546875,0.9,0.07594926083781323,2,0.5,Agent 2,Competitive
0.35,0.0800292874322959,0.08144531856681506,0.65,0.01769391156602648,2,0.5,Agent 2,Competitive
0.45,0.10537109375,0.10830078658292615,0.25,0.0278035723903278,2,0.5,Agent 2,Competitive
0.55,0.11816406250000001,0.13544922408292615,0.25,0.14628103686707733,2,0.5,Agent 2,Competitive
0.65,0.15527344356681508,0.16259766158292616,0.25,0.04716980475131553,2,0.5,Agent 2,Competitive
0.75,0.18090844530834324,0.18974609908292614,0.25,0.04885152685669185,2,0.5,Agent 2,Competitive
0.85,0.20683589273277592,0.21689453658292612,0.25,0.04863103650557203,2,0.5,Agent 2,Competitive
0.95,0.23129922021738641,0.2440429740829261,0.25,0.05509639787614711,2,0.5,Agent 2,Competitive
0.05,0.009814453125,0.010400390625,0.35,0.05970149253731339,2,0.7,Agent 2,Competitive
0.15,0.030590820312499996,0.031201171875,0.35,0.019952114924182078,2,0.7,Agent 2,Competitive
0.25,0.05275879234053717,0.05493162692574019,1.0,0.041184312392486815,2,0.7,Agent 2,Competitive
0.35,0.072802734375,0.07885740817574019,1.0,0.08316547246087133,2,0.7,Agent 2,Competitive
0.45,0.0968017578125,0.10278318942574019,1.0,0.06179052682933624,2,0.7,Agent 2,Competitive
0.55,0.12214355488320373,0.1267089706757402,1.0,0.03737745963675287,2,0.7,Agent 2,Competitive
0.65,0.14567868613205454,0.15119629234053716,0.25,0.037875178277493794,2,0.7,Agent 2,Competitive
0.75,0.17126483337750759,0.1768310631761485,0.5,0.03250071651529093,2,0.7,Agent 2,Competitive
0.85,0.19667966748929547,0.2037841881761485,0.5,0.036122293562651536,2,0.7,Agent 2,Competitive
0.95,0.22236328888244475,0.23073731317614848,0.5,0.037659203260529094,2,0.7,Agent 2,Competitive
